,text,senti,Sentiment_Score
229,Buy any local product and post a picture on social media using  VocalForLocal A Charkha will be installed near Magan Niwas at Sabarmati Ashram It will rotate full circle with each Tweet related to Aatmanirbharta This shall also become a catalyst for a people’s movement,neutral,0
230,Today’s AmritMahotsav programme begins from Sabarmati Ashram from where the Dandi March began The March had a key role in furthering a spirit of pride and Aatmanirbharta among India’s people Going VocalForLocal is a wonderful tribute to Bapu and our great freedom fighters,positive,1
231,A Padyatra would be flaggedoff from Sabarmati Ashram which would cover the journey from Ahmedabad to Dandi People from all sections of society will take part in the Padyatra,neutral,0
232,th March is a special day in India’s glorious history On that day in  the iconic Dandi March led by Mahatma Gandhi began Tomorrow from Sabarmati Ashram we will commence Azadi Ka Amrut Mahotsav to mark  years since Independence ,positive,1
233,Rajyogini Dadi Hriday Mohini Ji will be remembered for her numerous efforts to alleviate human suffering and further societal empowerment She played a pivotal role in spreading the positive message of the Brahma Kumaris family globally Anguished by her passing away Om Shanti ,positive,1
234,Happy to share that my mother has taken the first dose of the COVID vaccine today I urge everyone to help and motivate people around you who are eligible to take the vaccine,positive,1
235,Launching eBook version of Swami Chidbhavananda Ji’s Bhagavad Gita ,neutral,0
236,Best wishes to Punjab CM Captain Amarinder Singh Ji on his birthday Praying for his long and healthy life ,positive,1
237,Greetings on the special occasion of Mahashivratri Har Har Mahadev,positive,1
238,At around  AM tomorrow th March will launch the eBook version of Swami Chidbhavananda Ji’s Bhagavad Gita Swami Chidbhavananda Ji has made long lasting contributions towards popularising Indian culture and spirituality ,positive,1
239,Remarkable progress to ensure water to every household We aim to build on these gains and work even faster to fulfil the dream of HarGharJal The success of the Jal Jeevan Mission will benefit all sections of society ,positive,1
240,Herath Mubarak I pray that this auspicious occasion furthers happiness and wellbeing all across May everyone’s aspirations be fulfilled in the times to come,positive,1
241,Congratulations to Shri  on taking oath as the Chief Minister of Uttarakhand He brings with him vast administrative and organisational experience I am confident under his leadership the state will continue to scale new heights of progress,positive,1
242,On their Raising Day greetings to the courageous  personnel and their families Their role in furthering national safety and progress is deeply valued In  I had attended the Raising Day celebrations of CISF Here is what I had spoken then ,positive,1
243,बहुत बढ़िया ,neutral,0
244,Maitri Setu is yet another landmark project that will improve the friendship between India and Bangladesh Sectors like trade tourism and portled development will benefit due to Maitri Setu ,positive,1
245,The more we made progress the more we worked for human progressThis is our rite this is our history is being awakened once again today as a resolution of selfreliant India Today once again India is embellishing its capabilities to accelerate the progress of the entire world ,positive,1
246,In an epidemic like Corona India handled itself and served the world For this India has not lagged behind in whatever it can do When world leaders describe it as Indias assistance thanking me I say that it is Indias aid not aid ,positive,1
247,The Bhagavad Gita shows us the way does not impose any order on us By making the Karmayoga of Srimad Bhagavad Gita as its mantra the country today is making efforts to change the lives of the villagepoor farmerlaborer Dalitbackward every deprived person of the society by serving them ,negative,-1
248,Today as the country is going to celebrate  years of independence we should all try to put forward this side of the Bhagavad Gita how it gave energy to our freedom struggle how our freedom fighters sacrificed everything for the country Gave courage ,positive,1
249,Had a fruitful conversation with PM Suga Yoshihide on the progress of IndiaJapan Special Strategic and Global Partnership We exchanged views on contemporary global challenges and agreed to further enhance our cooperation in the IndoPacific region ,positive,1
250,Cities like Agartala have the potential to become the new centers of selfreliant India The inauguration and laying of foundation stone of several projects to make Agartala a better city is part of such efforts ,positive,1
251,Today as the government of Tripura enters its fourth year  poor families in the state are also getting their new homesThose who are fulfilling their dream of home are feeling well what is the strength of a vote how a vote shows the ability to fulfill dreams ,positive,1
252,The friendship bridge between India and Bangladesh has also strengthened our friendship and connected the prosperity of both the countriesThe construction of this bridge has improved connectivity between the people of India and Bangladesh as well as created new opportunities for tourism trade and portled development ,positive,1
